id;start_time;finish_time;duration;source_host;destination_host
comm2@req-22-2570830451_0@bus_stop_0@bus_stop_13;0.026905;0.03691;0.010005;bus_stop_0;bus_stop_13
comm1@req-36-11378562276_0@bus_stop_16@bus_stop_1;0.027;0.037005;0.010005;bus_stop_16;bus_stop_1
comm1@req-36-10915667347_0@bus_stop_16@bus_stop_1;0.0275;0.037505;0.010005;bus_stop_16;bus_stop_1
comm1@req-11-255595844_0@bus_stop_11@bus_stop_8;0.0078;0.037815;0.030015;bus_stop_11;bus_stop_8
comm1@req-11-255595921_0@bus_stop_11@bus_stop_13;0.0079;0.037915;0.030015;bus_stop_11;bus_stop_13
comm1@req-24-255190788_0@bus_stop_13@bus_stop_8;0.0181;0.03811;0.02001;bus_stop_13;bus_stop_8
comm1@req-11-255596808_0@bus_stop_11@bus_stop_13;0.0081;0.038115;0.030015;bus_stop_11;bus_stop_13
comm1@req-24-255190812_0@bus_stop_13@bus_stop_8;0.0182;0.03821;0.02001;bus_stop_13;bus_stop_8
comm1@req-24-2569108697_0@bus_stop_13@bus_stop_8;0.0183;0.03831;0.02001;bus_stop_13;bus_stop_8
comm1@req-11-12146782_0@bus_stop_11@bus_stop_13;0.0083;0.038315;0.030015;bus_stop_11;bus_stop_13
comm1@req-24-255190828_0@bus_stop_13@bus_stop_6;0.0184;0.03841;0.02001;bus_stop_13;bus_stop_6
comm1@req-11-1432574832_0@bus_stop_11@bus_stop_13;0.0084;0.038415;0.030015;bus_stop_11;bus_stop_13
comm1@req-24-1480037098_0@bus_stop_13@bus_stop_6;0.0185;0.03851;0.02001;bus_stop_13;bus_stop_6
comm1@req-24-255190815_0@bus_stop_13@bus_stop_6;0.0187;0.03871;0.02001;bus_stop_13;bus_stop_6
comm1@req-38-11378562276_0@bus_stop_16@bus_stop_1;0.0289;0.038905;0.010005;bus_stop_16;bus_stop_1
comm1@req-38-10915667347_0@bus_stop_16@bus_stop_1;0.0292;0.039205;0.010005;bus_stop_16;bus_stop_1
comm1@req-25-1451034444_0@bus_stop_13@bus_stop_12;0.0192;0.03921;0.02001;bus_stop_13;bus_stop_12
comm1@req-13-581942052_0@bus_stop_11@bus_stop_4;0.0094;0.039415;0.030015;bus_stop_11;bus_stop_4
comm1@req-25-1480037106_0@bus_stop_13@bus_stop_6;0.0195;0.03951;0.02001;bus_stop_13;bus_stop_6
comm1@req-13-581942026_0@bus_stop_11@bus_stop_4;0.0095;0.039515;0.030015;bus_stop_11;bus_stop_4
comm1@req-25-12146792_0@bus_stop_13@bus_stop_6;0.0196;0.03961;0.02001;bus_stop_13;bus_stop_6
comm1@req-25-12146794_0@bus_stop_13@bus_stop_6;0.0197;0.03971;0.02001;bus_stop_13;bus_stop_6
comm1@req-26-255191060_0@bus_stop_13@bus_stop_12;0.0198;0.03981;0.02001;bus_stop_13;bus_stop_12
comm1@req-26-2569087094_0@bus_stop_13@bus_stop_12;0.02;0.04001;0.02001;bus_stop_13;bus_stop_12
comm1@req-26-1451034444_0@bus_stop_13@bus_stop_12;0.0202;0.04021;0.02001;bus_stop_13;bus_stop_12
comm1@req-14-2569086736_0@bus_stop_11@bus_stop_13;0.0103;0.040315;0.030015;bus_stop_11;bus_stop_13
comm1@req-14-2569086780_0@bus_stop_11@bus_stop_13;0.0104;0.040415;0.030015;bus_stop_11;bus_stop_13
comm2@req-27-255596112_0@bus_stop_0@bus_stop_13;0.030605;0.04061;0.010005;bus_stop_0;bus_stop_13
comm2@req-27-255596094_0@bus_stop_0@bus_stop_13;0.030705;0.04071;0.010005;bus_stop_0;bus_stop_13
comm1@req-14-255595665_0@bus_stop_11@bus_stop_8;0.0108;0.040815;0.030015;bus_stop_11;bus_stop_8
comm1@req-27-255596028_0@bus_stop_13@bus_stop_9;0.0209;0.04091;0.02001;bus_stop_13;bus_stop_9
comm1@req-14-255595828_0@bus_stop_11@bus_stop_8;0.0109;0.040915;0.030015;bus_stop_11;bus_stop_8
comm2@req-27-255596018_0@bus_stop_0@bus_stop_13;0.031005;0.04101;0.010005;bus_stop_0;bus_stop_13
comm1@req-15-581942052_0@bus_stop_11@bus_stop_4;0.0111;0.041115;0.030015;bus_stop_11;bus_stop_4
comm1@req-27-255191075_0@bus_stop_13@bus_stop_9;0.0212;0.04121;0.02001;bus_stop_13;bus_stop_9
comm1@req-15-581942026_0@bus_stop_11@bus_stop_4;0.0112;0.041215;0.030015;bus_stop_11;bus_stop_4
comm1@req-41-10915667490_0@bus_stop_16@bus_stop_1;0.0314;0.041405;0.010005;bus_stop_16;bus_stop_1
comm1@req-16-2923311197_0@bus_stop_12@bus_stop_7;0.0121;0.042115;0.030015;bus_stop_12;bus_stop_7
comm1@req-31-1480037112_0@bus_stop_14@bus_stop_11;0.0232;0.04321;0.02001;bus_stop_14;bus_stop_11
comm2@req-31-255190815_0@bus_stop_6@bus_stop_14;0.033305;0.04331;0.010005;bus_stop_6;bus_stop_14
comm1@req-31-255190832_0@bus_stop_14@bus_stop_11;0.0234;0.04341;0.02001;bus_stop_14;bus_stop_11
comm2@req-31-1480037098_0@bus_stop_6@bus_stop_14;0.033505;0.04351;0.010005;bus_stop_6;bus_stop_14
comm2@req-31-255190828_0@bus_stop_6@bus_stop_14;0.033905;0.04391;0.010005;bus_stop_6;bus_stop_14
comm1@req-32-1432574869_0@bus_stop_14@bus_stop_7;0.024;0.04401;0.02001;bus_stop_14;bus_stop_7
comm1@req-19-2569086944_0@bus_stop_12@bus_stop_7;0.014;0.044015;0.030015;bus_stop_12;bus_stop_7
comm1@req-32-1432574929_0@bus_stop_14@bus_stop_7;0.0241;0.04411;0.02001;bus_stop_14;bus_stop_7
comm1@req-32-1432574984_0@bus_stop_14@bus_stop_7;0.0242;0.04421;0.02001;bus_stop_14;bus_stop_7
comm1@req-32-1432574912_0@bus_stop_14@bus_stop_7;0.0243;0.04431;0.02001;bus_stop_14;bus_stop_7
comm1@req-6-255596017_0@bus_stop_10@bus_stop_13;0.0043;0.04432;0.04002;bus_stop_10;bus_stop_13
comm1@req-45-2569086698_0@bus_stop_3@bus_stop_1;0.0344;0.044405;0.010005;bus_stop_3;bus_stop_1
comm1@req-32-8255515226_0@bus_stop_14@bus_stop_2;0.0244;0.04441;0.02001;bus_stop_14;bus_stop_2
comm1@req-33-255190984_0@bus_stop_14@bus_stop_2;0.0245;0.04451;0.02001;bus_stop_14;bus_stop_2
comm1@req-33-2569086820_0@bus_stop_14@bus_stop_15;0.0246;0.04461;0.02001;bus_stop_14;bus_stop_15
comm1@req-33-1469068918_0@bus_stop_14@bus_stop_15;0.0247;0.04471;0.02001;bus_stop_14;bus_stop_15
comm1@req-33-9143229517_0@bus_stop_14@bus_stop_15;0.0249;0.04491;0.02001;bus_stop_14;bus_stop_15
comm1@req-47-255191448_0@bus_stop_4@bus_stop_14;0.0361;0.046105;0.010005;bus_stop_4;bus_stop_14
comm1@req-47-255191459_0@bus_stop_4@bus_stop_14;0.0362;0.046205;0.010005;bus_stop_4;bus_stop_14
comm1@req-47-1451034425_0@bus_stop_4@bus_stop_14;0.0363;0.046305;0.010005;bus_stop_4;bus_stop_14
comm2@req-35-10915667367_0@bus_stop_1@bus_stop_16;0.036305;0.04631;0.010005;bus_stop_1;bus_stop_16
comm1@req-9-1432574919_0@bus_stop_11@bus_stop_0;0.0063;0.04632;0.04002;bus_stop_11;bus_stop_0
comm1@req-22-2570830459_0@bus_stop_13@bus_stop_14;0.0164;0.046415;0.030015;bus_stop_13;bus_stop_14
comm1@req-47-10915667312_0@bus_stop_4@bus_stop_15;0.0365;0.046505;0.010005;bus_stop_4;bus_stop_15
comm1@req-48-255191437_0@bus_stop_4@bus_stop_14;0.0367;0.046705;0.010005;bus_stop_4;bus_stop_14
comm1@req-48-255191472_0@bus_stop_4@bus_stop_14;0.0368;0.046805;0.010005;bus_stop_4;bus_stop_14
comm2@req-36-11378562276_0@bus_stop_1@bus_stop_16;0.037005;0.04701;0.010005;bus_stop_1;bus_stop_16
comm1@req-23-1432574918_0@bus_stop_13@bus_stop_5;0.017;0.047015;0.030015;bus_stop_13;bus_stop_5
comm1@req-10-9983238121_0@bus_stop_11@bus_stop_2;0.007;0.04702;0.04002;bus_stop_11;bus_stop_2
comm1@req-23-1371509882_0@bus_stop_13@bus_stop_5;0.0171;0.047115;0.030015;bus_stop_13;bus_stop_5
comm1@req-23-1371510260_0@bus_stop_13@bus_stop_5;0.0172;0.047215;0.030015;bus_stop_13;bus_stop_5
comm1@req-23-1371510304_0@bus_stop_13@bus_stop_5;0.0173;0.047315;0.030015;bus_stop_13;bus_stop_5
comm1@req-36-10915667342_0@bus_stop_16@bus_stop_15;0.0274;0.04741;0.02001;bus_stop_16;bus_stop_15
comm1@req-23-1371510515_0@bus_stop_13@bus_stop_5;0.0174;0.047415;0.030015;bus_stop_13;bus_stop_5
comm2@req-36-10915667347_0@bus_stop_1@bus_stop_16;0.037505;0.04751;0.010005;bus_stop_1;bus_stop_16
comm1@req-11-10915667342_0@bus_stop_11@bus_stop_15;0.008;0.04802;0.04002;bus_stop_11;bus_stop_15
comm2@req-12-255191467_0@bus_stop_14@bus_stop_11;0.02851;0.04852;0.02001;bus_stop_14;bus_stop_11
comm1@req-24-255190832_0@bus_stop_13@bus_stop_11;0.0186;0.048615;0.030015;bus_stop_13;bus_stop_11
comm2@req-12-255191448_0@bus_stop_14@bus_stop_11;0.02861;0.04862;0.02001;bus_stop_14;bus_stop_11
comm1@req-52-12146756_0@bus_stop_5@bus_stop_10;0.0387;0.048705;0.010005;bus_stop_5;bus_stop_10
comm2@req-12-255191437_0@bus_stop_14@bus_stop_11;0.02871;0.04872;0.02001;bus_stop_14;bus_stop_11
comm1@req-52-1371509982_0@bus_stop_5@bus_stop_10;0.0388;0.048805;0.010005;bus_stop_5;bus_stop_10
comm1@req-24-1480037112_0@bus_stop_13@bus_stop_11;0.0188;0.048815;0.030015;bus_stop_13;bus_stop_11
comm2@req-12-255191472_0@bus_stop_14@bus_stop_11;0.02881;0.04882;0.02001;bus_stop_14;bus_stop_11
comm2@req-38-11378562276_0@bus_stop_1@bus_stop_16;0.038905;0.04891;0.010005;bus_stop_1;bus_stop_16
comm1@req-25-255191459_0@bus_stop_13@bus_stop_14;0.0189;0.048915;0.030015;bus_stop_13;bus_stop_14
comm1@req-12-255200029_0@bus_stop_11@bus_stop_2;0.0089;0.04892;0.04002;bus_stop_11;bus_stop_2
comm1@req-52-12146760_0@bus_stop_5@bus_stop_10;0.039;0.049005;0.010005;bus_stop_5;bus_stop_10
comm1@req-25-255191448_0@bus_stop_13@bus_stop_14;0.019;0.049015;0.030015;bus_stop_13;bus_stop_14
comm1@req-52-1371510009_0@bus_stop_5@bus_stop_10;0.0391;0.049105;0.010005;bus_stop_5;bus_stop_10
comm1@req-38-10915667342_0@bus_stop_16@bus_stop_15;0.0291;0.04911;0.02001;bus_stop_16;bus_stop_15
comm1@req-25-1451034425_0@bus_stop_13@bus_stop_14;0.0191;0.049115;0.030015;bus_stop_13;bus_stop_14
comm1@req-12-255191048_0@bus_stop_11@bus_stop_2;0.0091;0.04912;0.04002;bus_stop_11;bus_stop_2
comm2@req-38-10915667347_0@bus_stop_1@bus_stop_16;0.039205;0.04921;0.010005;bus_stop_1;bus_stop_16
comm1@req-12-581942559_0@bus_stop_11@bus_stop_15;0.0092;0.04922;0.04002;bus_stop_11;bus_stop_15
comm1@req-12-255200263_0@bus_stop_11@bus_stop_2;0.0093;0.04932;0.04002;bus_stop_11;bus_stop_2
comm1@req-53-1480037132_0@bus_stop_6@bus_stop_11;0.0394;0.049405;0.010005;bus_stop_6;bus_stop_11
comm1@req-25-1480037117_0@bus_stop_13@bus_stop_11;0.0194;0.049415;0.030015;bus_stop_13;bus_stop_11
comm2@req-13-1451034425_0@bus_stop_14@bus_stop_11;0.02961;0.04962;0.02001;bus_stop_14;bus_stop_11
comm2@req-13-255191448_0@bus_stop_14@bus_stop_11;0.02971;0.04972;0.02001;bus_stop_14;bus_stop_11
comm2@req-13-255191459_0@bus_stop_14@bus_stop_11;0.02981;0.04982;0.02001;bus_stop_14;bus_stop_11
comm1@req-13-10915667312_0@bus_stop_11@bus_stop_15;0.01;0.05002;0.04002;bus_stop_11;bus_stop_15
comm1@req-54-1480037106_0@bus_stop_7@bus_stop_6;0.0402;0.050205;0.010005;bus_stop_7;bus_stop_6
comm1@req-54-12146792_0@bus_stop_7@bus_stop_6;0.0403;0.050305;0.010005;bus_stop_7;bus_stop_6
comm1@req-54-12146794_0@bus_stop_7@bus_stop_6;0.0404;0.050405;0.010005;bus_stop_7;bus_stop_6
comm1@req-14-10915667342_0@bus_stop_11@bus_stop_15;0.0106;0.05062;0.04002;bus_stop_11;bus_stop_15
comm1@req-56-255595238_0@bus_stop_7@bus_stop_6;0.0412;0.051205;0.010005;bus_stop_7;bus_stop_6
comm1@req-56-255595328_0@bus_stop_7@bus_stop_6;0.0413;0.051305;0.010005;bus_stop_7;bus_stop_6
comm2@req-15-1451034425_0@bus_stop_14@bus_stop_11;0.03131;0.05132;0.02001;bus_stop_14;bus_stop_11
comm2@req-41-10915667490_0@bus_stop_1@bus_stop_16;0.041405;0.05141;0.010005;bus_stop_1;bus_stop_16
comm2@req-15-255191448_0@bus_stop_14@bus_stop_11;0.03141;0.05142;0.02001;bus_stop_14;bus_stop_11
comm2@req-15-255191459_0@bus_stop_14@bus_stop_11;0.03151;0.05152;0.02001;bus_stop_14;bus_stop_11
comm1@req-56-2569086678_0@bus_stop_7@bus_stop_13;0.0416;0.051605;0.010005;bus_stop_7;bus_stop_13
comm1@req-15-10915667312_0@bus_stop_11@bus_stop_15;0.0117;0.05172;0.04002;bus_stop_11;bus_stop_15
comm1@req-29-10915667490_0@bus_stop_14@bus_stop_1;0.0218;0.051815;0.030015;bus_stop_14;bus_stop_1
comm1@req-3-1432574869_0@bus_stop_1@bus_stop_7;0.0018;0.051825;0.050025;bus_stop_1;bus_stop_7
comm1@req-3-1432574929_0@bus_stop_1@bus_stop_7;0.0019;0.051925;0.050025;bus_stop_1;bus_stop_7
comm1@req-16-255190788_0@bus_stop_12@bus_stop_8;0.012;0.05202;0.04002;bus_stop_12;bus_stop_8
comm1@req-3-1432574984_0@bus_stop_1@bus_stop_7;0.002;0.052025;0.050025;bus_stop_1;bus_stop_7
comm1@req-3-1432574912_0@bus_stop_1@bus_stop_7;0.0021;0.052125;0.050025;bus_stop_1;bus_stop_7
comm1@req-42-10915667297_0@bus_stop_2@bus_stop_15;0.0323;0.05231;0.02001;bus_stop_2;bus_stop_15
comm1@req-43-255191437_0@bus_stop_2@bus_stop_14;0.0324;0.05241;0.02001;bus_stop_2;bus_stop_14
comm1@req-43-255191472_0@bus_stop_2@bus_stop_14;0.0325;0.05251;0.02001;bus_stop_2;bus_stop_14
comm2@req-18-12146767_0@bus_stop_10@bus_stop_12;0.03281;0.05282;0.02001;bus_stop_10;bus_stop_12
comm2@req-18-1371510128_0@bus_stop_10@bus_stop_12;0.03291;0.05292;0.02001;bus_stop_10;bus_stop_12
comm1@req-58-1432574929_0@bus_stop_8@bus_stop_7;0.043;0.053005;0.010005;bus_stop_8;bus_stop_7
comm1@req-58-1432574869_0@bus_stop_8@bus_stop_7;0.0431;0.053105;0.010005;bus_stop_8;bus_stop_7
comm1@req-30-2569086736_0@bus_stop_14@bus_stop_13;0.0231;0.053115;0.030015;bus_stop_14;bus_stop_13
comm2@req-18-1371510111_0@bus_stop_10@bus_stop_12;0.03311;0.05312;0.02001;bus_stop_10;bus_stop_12
comm1@req-58-1432574984_0@bus_stop_8@bus_stop_7;0.0432;0.053205;0.010005;bus_stop_8;bus_stop_7
comm2@req-18-12146760_0@bus_stop_10@bus_stop_12;0.03321;0.05322;0.02001;bus_stop_10;bus_stop_12
comm1@req-5-1432574912_0@bus_stop_1@bus_stop_7;0.0032;0.053225;0.050025;bus_stop_1;bus_stop_7
comm2@req-18-1371509982_0@bus_stop_10@bus_stop_12;0.03331;0.05332;0.02001;bus_stop_10;bus_stop_12
comm1@req-5-1432574929_0@bus_stop_1@bus_stop_7;0.0033;0.053325;0.050025;bus_stop_1;bus_stop_7
comm1@req-5-1432574869_0@bus_stop_1@bus_stop_7;0.0034;0.053425;0.050025;bus_stop_1;bus_stop_7
comm1@req-5-1432574984_0@bus_stop_1@bus_stop_7;0.0035;0.053525;0.050025;bus_stop_1;bus_stop_7
comm1@req-31-255190788_0@bus_stop_14@bus_stop_8;0.0236;0.053615;0.030015;bus_stop_14;bus_stop_8
comm1@req-31-255190812_0@bus_stop_14@bus_stop_8;0.0237;0.053715;0.030015;bus_stop_14;bus_stop_8
comm2@req-19-255595834_0@bus_stop_9@bus_stop_12;0.03371;0.05372;0.02001;bus_stop_9;bus_stop_12
comm1@req-31-2569108697_0@bus_stop_14@bus_stop_8;0.0238;0.053815;0.030015;bus_stop_14;bus_stop_8
comm2@req-19-12146782_0@bus_stop_13@bus_stop_12;0.03381;0.05382;0.02001;bus_stop_13;bus_stop_12
comm1@req-6-2569086944_0@bus_stop_1@bus_stop_7;0.0038;0.053825;0.050025;bus_stop_1;bus_stop_7
